PluginName,OriginalFormID,EditorID,Name,IsESL
Skyrim.esm,0001360A,TeebaEi,Teeba-Ei,No
Skyrim.esm,0001360B,Aeri,Aeri,No
Skyrim.esm,0001360C,EnnodiusPapius,Ennodius Papius,No
Skyrim.esm,0001360D,Kodrir,Kodrir,No
Skyrim.esm,00013610,Leifur,Leifur,No
Skyrim.esm,00013612,Beitild,Beitild,No
Skyrim.esm,00013613,Bulfrek,Bulfrek,No
Skyrim.esm,00013614,Frida,Frida,No
Skyrim.esm,00013615,Fruki,Fruki,No
Skyrim.esm,00013617,Irgnir,Irgnir,No
Skyrim.esm,00013618,Jod,Jod,No
Skyrim.esm,00013619,Karl,Karl,No
Skyrim.esm,0001361A,Karita,Karita,No
Skyrim.esm,0001361B,Leigelf,Leigelf,No
Skyrim.esm,0001361C,LondNorthstrider,Lond,No
Skyrim.esm,0001361D,Madena,Madena,No
Skyrim.esm,0001361E,Rustleif,Rustleif,No
Skyrim.esm,0001361F,Seren,Seren,No
Skyrim.esm,00013620,SkaldtheElder,Skald,No
Skyrim.esm,00013621,Thoring,Thoring,No
Skyrim.esm,00013627,Hadring,Hadring,No
Skyrim.esm,0001363E,Vilod,Vilod,No
Skyrim.esm,0001363F,Ingrid,Ingrid,No
Skyrim.esm,00013640,Matlara,Matlara,No
Skyrim.esm,00013641,Torolf,Torolf,No
Skyrim.esm,00013642,Haming,Haming,No
Skyrim.esm,00013643,GunnarStoneEye,Gunnar Stone-Eye,No
Skyrim.esm,0001364C,Kust,Kust,No
Skyrim.esm,0001364D,Runil,Runil,No
Skyrim.esm,0001364E,Mathies,Mathies,No
Skyrim.esm,0001364F,IndaraCaerellia,Indara Caerellia,No
Skyrim.esm,00013650,Lod,Lod,No
Skyrim.esm,00013651,Bolund,Bolund,No
Skyrim.esm,00013652,Solaf,Solaf,No
Skyrim.esm,00013653,Siddgeir,Siddgeir,No
Skyrim.esm,00013654,Narri,Narri,No
Skyrim.esm,00013655,ValgaVinicia,Valga Vinicia,No
Skyrim.esm,00013656,Tekla,Tekla,No
Skyrim.esm,00013657,Helvard,Helvard,No
Skyrim.esm,00013659,Nenya,Nenya,No
Skyrim.esm,0001365A,Dengeir,Dengeir of Stuhn,No
Skyrim.esm,0001365D,GannaUriel,Ganna Uriel,No
Skyrim.esm,0001365F,Dravynea,Dravynea the Stoneweaver,No
Skyrim.esm,00013661,KjeldtheYounger,Kjeld the Younger,No
Skyrim.esm,00013662,Iddra,Iddra,No
Skyrim.esm,00013663,Kjeld,Kjeld,No
Skyrim.esm,00013665,Verner,Verner Rock-Chucker,No
Skyrim.esm,00013666,Annekke,Annekke Crag-Jumper,No
Skyrim.esm,00013668,Hrefna,Hrefna,No
Skyrim.esm,0001366B,SondasDrenim,Sondas Drenim,No
Skyrim.esm,00013679,dunCrackedTuskGhunzul,Ghunzul,No
Skyrim.esm,0001367A,Gilfre,Gilfre,No
Skyrim.esm,0001367B,Hern,Hern,No
Skyrim.esm,0001367C,Hert,Hert,No
Skyrim.esm,000136AC,DA05Sinding,Sinding,No
Skyrim.esm,000136B2,Rorik,Rorik,No
Skyrim.esm,000136B3,JouaneManette,Jouane Manette,No
Skyrim.esm,000136B4,Reldith,Reldith,No
Skyrim.esm,000136B6,Mralki,Mralki,No
Skyrim.esm,000136B8,Lemkil,Lemkil,No
Skyrim.esm,000136B9,Britte,Britte,No
Skyrim.esm,000136BA,Sissel,Sissel,No
Skyrim.esm,000136BB,Wilhelm,Wilhelm,No
Skyrim.esm,000136BC,Lynly,Lynly Star-Sung,No
Skyrim.esm,000136BD,Jofthor,Jofthor,No
Skyrim.esm,000136BE,Boti,Boti,No
Skyrim.esm,000136BF,Fastred,Fastred,No
Skyrim.esm,000136C0,Narfi,Narfi,No
Skyrim.esm,000136C1,BassianusAxius,Bassianus Axius,No
Skyrim.esm,000136C2,Klimmek,Klimmek,No
Skyrim.esm,000136C3,Filnjar,Filnjar,No
Skyrim.esm,000136C4,Odfel,Odfel,No
Skyrim.esm,000136C5,Grelka,Grelka,No
Skyrim.esm,000136C6,GrogmarGroBurzag,Grogmar gro-Burzag,No
Skyrim.esm,000138B6,Jorgen,Jorgen,No
Skyrim.esm,00013B69,Ainethach,Ainethach,No
Skyrim.esm,00013B6A,Ragnar,Ragnar,No
Skyrim.esm,00013B6B,Belchimac,Belchimac,No
Skyrim.esm,00013B6C,Enmon,Enmon,No
Skyrim.esm,00013B6D,Mena,Mena,No
Skyrim.esm,00013B6E,LashGraDushnikh,Lash gra-Dushnikh,No
Skyrim.esm,00013B76,LeontiusSalvius,Leontius Salvius,No
Skyrim.esm,00013B77,Eydis,Eydis,No
Skyrim.esm,00013B78,Skuli,Skuli,No
Skyrim.esm,00013B79,Burguk,Chief Burguk,No
Skyrim.esm,00013B7A,Murbul,Murbul,No
Skyrim.esm,00013B7B,Arob,Arob,No
Skyrim.esm,00013B7C,Gharol,Gharol,No
Skyrim.esm,00013B7D,Shel,Shel,No
Skyrim.esm,00013B7E,Umurn,Umurn,No
Skyrim.esm,00013B7F,Nagrub,Nagrub,No
Skyrim.esm,00013B80,Oglub,Oglub,No
Skyrim.esm,00013B81,Ghorbash,Ghorbash the Iron Hand,No
Skyrim.esm,00013B97,Anoriath,Anoriath,No
Skyrim.esm,00013B98,Saffir,Saffir,No
Skyrim.esm,00013B99,CarlottaValentia,Carlotta Valentia,No
Skyrim.esm,00013B9A,AvulsteinGrayMane,Avulstein Gray-Mane,No
Skyrim.esm,00013B9B,OlfinaGrayMane,Olfina Gray-Mane,No
Skyrim.esm,00013B9C,FraliaGrayMane,Fralia Gray-Mane,No
Skyrim.esm,00013B9D,EorlundGrayMane,Eorlund Gray-Mane,No
Skyrim.esm,00013B9E,Elrindir,Elrindir,No
Skyrim.esm,00013B9F,Ulfberth,Ulfberth War-Bear,No
Skyrim.esm,00013BA1,Belethor,Belethor,No
Skyrim.esm,00013BA2,Saadia,Saadia,No
Skyrim.esm,00013BA3,Hulda,Hulda,No
Skyrim.esm,00013BA4,Arcadia,Arcadia,No
Skyrim.esm,00013BA5,DanicaPureSpring,Danica Pure-Spring,No
Skyrim.esm,00013BA7,Brenuin,Brenuin,No
Skyrim.esm,00013BA8,Andurs,Andurs,No
Skyrim.esm,00013BA9,Braith,Braith,No
Skyrim.esm,00013BAA,Amren,Amren,No
Skyrim.esm,00013BAB,Ysolda,Ysolda,No
Skyrim.esm,00013BAC,Heimskr,Heimskr,No
Skyrim.esm,00013BAD,MilaValentia,Mila Valentia,No
Skyrim.esm,00013BAE,OlavatheFeeble,Olava the Feeble,No
Skyrim.esm,00013BAF,LarsBattleBorn,Lars Battle-Born,No
Skyrim.esm,00013BB0,AlfhildBattleBorn,Alfhild Battle-Born,No
Skyrim.esm,00013BB1,JonBattleBorn,Jon Battle-Born,No
Skyrim.esm,00013BB2,IdolafBattleBorn,Idolaf Battle-Born,No
Skyrim.esm,00013BB3,BergritteBattleBorn,Bergritte Battle-Born,No
Skyrim.esm,00013BB4,OlfridBattleBorn,Olfrid Battle-Born,No
Skyrim.esm,00013BB5,VignarGrayMane,Vignar Gray-Mane,No
Skyrim.esm,00013BB6,Tilma,Tilma the Haggard,No
Skyrim.esm,00013BB7,SkulvarSableHilt,Skulvar Sable-Hilt,No
Skyrim.esm,00013BB8,Irileth,Irileth,No
Skyrim.esm,00013BB9,AdrianneAvenicci,Adrianne Avenicci,No
Skyrim.esm,00013BBA,ProventusAvenicci,Proventus Avenicci,No
Skyrim.esm,00013BBB,FarengarSecretFire,Farengar Secret-Fire,No
Skyrim.esm,00013BBC,Hrongar,Hrongar,No
Skyrim.esm,00013BBD,BalgruuftheGreater,Balgruuf the Greater,No
Skyrim.esm,00013BBE,Ahlam,Ahlam,No
Skyrim.esm,00013BBF,Nazeem,Nazeem,No
Skyrim.esm,00013BC0,LillithMaidenLoom,Lillith Maiden-Loom,No
Skyrim.esm,00013BC1,POIMageRundi,Rundi,No
Skyrim.esm,00013BC2,POIMageBorvir,Borvir,No
Skyrim.esm,0001402D,TacitusSallustius,Tacitus Sallustius,No
Skyrim.esm,0001402E,Aicantar,Aicantar,No
Skyrim.esm,0001403D,Tormir,Tormir,No
Skyrim.esm,0001403E,Derkeethus,Derkeethus,No
Skyrim.esm,0001403F,Roggi,Roggi Knot-Beard,No
Skyrim.esm,00014040,GemmaUriel,Gemma Uriel,No
Skyrim.esm,0001406B,Muiri,Muiri,No
Skyrim.esm,0001411A,Shahvee,Shahvee,No
Skyrim.esm,0001411B,IdesaSadri,Idesa Sadri,No
Skyrim.esm,0001411C,VoldseaGiryon,Voldsea Giryon,No
Skyrim.esm,0001411D,Adelaisa,Adelaisa Vendicci,No
Skyrim.esm,0001411E,Adisla,Adisla,No
Skyrim.esm,0001411F,Hillevi,Hillevi Cruel-Sea,No
Skyrim.esm,00014120,Jora,Jora,No
Skyrim.esm,00014121,Silda,Silda the Unseen,No
Skyrim.esm,00014122,SuvarisAtheron,Suvaris Atheron,No
Skyrim.esm,00014123,Niranye,Niranye,No
Skyrim.esm,00014124,Helgird,Helgird,No
Skyrim.esm,00014125,Tova,Tova Shatter-Shield,No
Skyrim.esm,00014126,Bolfrida,Bolfrida Brandy-Mug,No
Skyrim.esm,00014127,Arivanya,Arivanya,No
Skyrim.esm,00014128,Galmar,Galmar Stone-Fist,No
Skyrim.esm,00014129,ViolaGiordano,Viola Giordano,No
Skyrim.esm,0001412A,Elda,Elda Early-Dawn,No
Skyrim.esm,0001412B,Susanna,Susanna the Wicked,No
Skyrim.esm,0001412C,Nilsine,Nilsine Shatter-Shield,No
Skyrim.esm,0001412D,Hermir,Hermir Strong-Heart,No
Skyrim.esm,0001412E,ScoutsManyMarshes,Scouts-Many-Marshes,No
Skyrim.esm,0001412F,Neetrenaza,Neetrenaza,No
Skyrim.esm,00014130,StandsInShallows,Stands-In-Shallows,No
Skyrim.esm,00014131,FarylAtheron,Faryl Atheron,No
Skyrim.esm,00014132,AventusAretino,Aventus Aretino,No
Skyrim.esm,00014133,Grimvar,Grimvar Cruel-Sea,No
Skyrim.esm,00014134,CaptainLonelyGale,Captain Lonely-Gale,No
Skyrim.esm,00014135,Jorleif,Jorleif,No
Skyrim.esm,00014136,Torsten,Torsten Cruel-Sea,No
Skyrim.esm,00014137,Angrenor,Angrenor Once-Honored,No
Skyrim.esm,00014138,BelynHlaalu,Belyn Hlaalu,No
Skyrim.esm,00014139,Tulvur,Tulvur,No
Skyrim.esm,0001413A,RevynSadri,Revyn Sadri,No
Skyrim.esm,0001413B,OrthusEndario,Orthus Endario,No
Skyrim.esm,0001413C,AdonatoLeotelli,Adonato Leotelli,No
Skyrim.esm,0001413D,RavamVerethi,Ravam Verethi,No
Skyrim.esm,0001413E,AmbarysRendar,Ambarys Rendar,No
Skyrim.esm,0001413F,Torbjorn,Torbjorn Shatter-Shield,No
Skyrim.esm,00014140,AvalAtheron,Aval Atheron,No
Skyrim.esm,00014141,Ulundil,Ulundil,No
Skyrim.esm,00014142,Oengul,Oengul War-Anvil,No
Skyrim.esm,00014143,Huki,Huki Seven-Swords,No
Skyrim.esm,00014144,Brond,Brond,No
Skyrim.esm,00014145,Lortheim,Lortheim,No
Skyrim.esm,00014146,Wuunferth,Wuunferth the Unliving,No
Skyrim.esm,00014147,Sulvar,Sulvar the Steady,No
Skyrim.esm,00014148,Nurelion,Nurelion,No
Skyrim.esm,00014149,Brunwulf,Brunwulf Free-Winter,No
Skyrim.esm,0001414A,Calixto,Calixto Corrium,No
Skyrim.esm,0001414B,Nils,Nils,No
Skyrim.esm,0001414C,QuintusNavale,Quintus Navale,No
Skyrim.esm,0001414D,Ulfric,Ulfric Stormcloak,No
Skyrim.esm,0001414E,MalthyrElenil,Malthyr Elenil,No
Skyrim.esm,0001434B,Dagny,Dagny,No
Skyrim.esm,0001434C,Frothar,Frothar,No
Skyrim.esm,0001434D,Nelkir,Nelkir,No
Skyrim.esm,0001990F,Eola,Eola,No
Skyrim.esm,00019951,Larak,Chief Larak,No
Skyrim.esm,00019953,Sharamph,Sharamph,No
Skyrim.esm,00019955,Bagrak,Bagrak,No
Skyrim.esm,00019957,Shuftharz,Shuftharz,No
Skyrim.esm,00019959,Borgakh,Borgakh the Steel Heart,No
Skyrim.esm,0001995B,Olur,Olur,No
Skyrim.esm,0001996C,Perth,Perth,No
Skyrim.esm,0001996D,Tuthul,Tuthul,No
Skyrim.esm,000199B7,GatgroShargakh,Gat gro-Shargakh,No
Skyrim.esm,00019A19,Steirod,Steirod,No
Skyrim.esm,00019A1B,Trilf,Trilf,No
Skyrim.esm,00019A1D,Horgeir,Horgeir,No
Skyrim.esm,00019A20,Olda,Olda,No
Skyrim.esm,00019A22,Lodvar,Lodvar,No
Skyrim.esm,00019A24,TasiusTragus,Tasius Tragus,No
Skyrim.esm,00019A26,VarniusJunius,Varnius Junius,No
Skyrim.esm,00019A28,Faida,Faida,No
Skyrim.esm,00019A2A,AzzadaLylvieve,Azzada Lylvieve,No
Skyrim.esm,00019A2C,ClintonLylvieve,Clinton Lylvieve,No
Skyrim.esm,00019A2E,MichelLylvieve,Michel Lylvieve,No
Skyrim.esm,00019BFE,AvrusaSarethi,Avrusa Sarethi,No
Skyrim.esm,00019BFF,AduriSarethi,Aduri Sarethi,No
Skyrim.esm,00019C00,Grosta,Grosta,No
Skyrim.esm,00019C01,Gralnach,Gralnach,No
Skyrim.esm,00019DC7,Addvild,Addvild,No
Skyrim.esm,00019DEF,Wylandriah,Wylandriah,No
Skyrim.esm,00019DF2,Asbjorn,Asbjorn Fire-Tamer,No
Skyrim.esm,00019E16,Malacath,Malacath,No
Skyrim.esm,00019E18,Atub,Atub,No
Skyrim.esm,00019E1A,Ugor,Ugor,No
Skyrim.esm,00019E1C,Garakh,Garakh,No
Skyrim.esm,00019E1E,Lob,Lob,No
Skyrim.esm,00019E20,Gularzob,Gularzob,No
Skyrim.esm,00019E22,Ogol,Ogol,No
Skyrim.esm,0001A670,Mikael,Mikael,No
Skyrim.esm,0001A673,Terek,Terek,No
Skyrim.esm,0001A68E,KodlakWhitemane,Kodlak Whitemane,No
Skyrim.esm,0001A690,Skjor,Skjor,No
Skyrim.esm,0001A692,Farkas,Farkas,No
Skyrim.esm,0001A694,Vilkas,Vilkas,No
Skyrim.esm,0001A696,AelaTheHuntress,Aela the Huntress,No
Skyrim.esm,0001A69D,Jervar,Jervar,No
Skyrim.esm,0001A6A2,Brill,Brill,No
Skyrim.esm,0001A6AF,MithorpaNasyal,Mithorpa Nasyal,No
Skyrim.esm,0001A6B1,VantusLoreius,Vantus Loreius,No
Skyrim.esm,0001A6B3,Curwe,Curwe,No
Skyrim.esm,0001A6B7,BrinaMerilis,Brina Merilis,No
Skyrim.esm,0001A6B9,HorikHalfhand,Horik Halfhand,No
Skyrim.esm,0001A6D5,Athis,Athis,No
Skyrim.esm,0001A6D7,Ria,Ria,No
Skyrim.esm,0001A6D9,NjadaStonearm,Njada Stonearm,No
Skyrim.esm,0001A6DB,Torvar,Torvar,No
Skyrim.esm,0001AA63,Lurbuk,Lurbuk,No
Skyrim.esm,0001B071,Snilf,Snilf,No
Skyrim.esm,0001B072,Madesi,Madesi,No
Skyrim.esm,0001B074,AlainDufont,Alain Dufont,No
Skyrim.esm,0001B075,Mauhulakh,Chief Mauhulakh,No
Skyrim.esm,0001B076,Bolar,Bolar,No
Skyrim.esm,0001B077,Yatul,Yatul,No
Skyrim.esm,0001B078,Urog,Urog,No
